Data Year,County,Fuel Type,MAKE,MODEL,Number of Vehicles
1998,Los Angeles,Electric,FORD,RANGER,1
1998,Orange,Electric,FORD,RANGER,1
1998,San Bernardino,Electric,FORD,RANGER,2
1998,San Mateo,Electric,FORD,RANGER,1
1999,Santa Barbara,Electric,FORD,RANGER,1
2000,Out Of State,Electric,FORD,RANGER,2
2001,Los Angeles,Electric,FORD,RANGER,1
2002,Tulare,Electric,FORD,RANGER,1
2002,Ventura,Electric,FORD,RANGER,2
2003,Placer,Electric,FORD,RANGER,2
2003,Santa Barbara,Electric,FORD,RANGER,1
2003,Ventura,Electric,FORD,RANGER,3
2004,Santa Barbara,Electric,FORD,RANGER,1
2005,Los Angeles,Electric,FORD,RANGER,1
2005,Napa,Electric,FORD,RANGER,1
2005,Sacramento,Electric,FORD,RANGER,1
2005,San Bernardino,Electric,FORD,RANGER,1
2005,Ventura,Electric,FORD,RANGER,4
2006,Ventura,Electric,FORD,RANGER,1
2009,Alameda,Electric,TESLA,ROADSTER,5
2009,Contra Costa,Electric,TESLA,ROADSTER,1
2009,Humboldt,Electric,FORD,RANGER,1
2009,Kern,Electric,TESLA,ROADSTER,1
2009,Los Angeles,Electric,MINI,COOPER,6
2009,Los Angeles,Electric,TESLA,ROADSTER,23
2009,Los Angeles,Hydrogen,HONDA,FCX,1
2009,Marin,Electric,TESLA,ROADSTER,1
2009,Orange,Electric,TESLA,ROADSTER,3
2009,Sacramento,Electric,TESLA,ROADSTER,2
2009,San Diego,Electric,TESLA,ROADSTER,1
2009,San Francisco,Electric,TESLA,ROADSTER,5
2009,San Luis Obispo,Electric,TESLA,ROADSTER,1
2009,San Mateo,Electric,FORD,RANGER,2
2009,San Mateo,Electric,TESLA,ROADSTER,8
2009,Santa Barbara,Electric,TESLA,ROADSTER,1
2009,Santa Clara,Electric,TESLA,ROADSTER,12
2009,Sonoma,Electric,TESLA,ROADSTER,1
2009,Stanislaus,Electric,TESLA,ROADSTER,1
2009,Ventura,Electric,MINI,COOPER,4
2009,Ventura,Electric,TESLA,ROADSTER,3
2009,Yolo,Electric,FORD,RANGER,1
2010,Alameda,Electric,FORD,RANGER,1
2010,Alameda,Electric,TESLA,ROADSTER,12
2010,Amador,Electric,FORD,RANGER,1
2010,Contra Costa,Electric,TESLA,ROADSTER,9
2010,Fresno,Electric,TESLA,ROADSTER,2
2010,Humboldt,Electric,TESLA,ROADSTER,1
2010,Lake,Electric,FORD,RANGER,1
2010,Los Angeles,Electric,FORD,RANGER,2
2010,Los Angeles,Electric,MINI,COOPER,61
2010,Los Angeles,Electric,TESLA,ROADSTER,101
2010,Los Angeles,Hydrogen,HONDA,FCX,11
2010,Los Angeles,PHEV,CHEVROLET,VOLT,1
2010,Los Angeles,PHEV,Toyota,Prius Plug-in Hybrid,163
2010,Marin,Electric,TESLA,ROADSTER,14
2010,Monterey,Electric,TESLA,ROADSTER,2
2010,Napa,Electric,TESLA,ROADSTER,3
2010,Orange,Electric,MINI,COOPER,8
2010,Orange,Electric,NISSAN,LEAF,1
2010,Orange,Electric,TESLA,ROADSTER,26
2010,Orange,Hydrogen,HONDA,FCX,2
2010,Out Of State,Electric,MINI,COOPER,6
2010,Out Of State,Electric,TESLA,ROADSTER,3
2010,Placer,Electric,TESLA,ROADSTER,3
2010,Riverside,Electric,MINI,COOPER,1
2010,Riverside,Electric,TESLA,ROADSTER,3
2010,Riverside,PHEV,CHEVROLET,VOLT,1
2010,Sacramento,Electric,FORD,RANGER,1
2010,Sacramento,Electric,TESLA,ROADSTER,2
2010,San Benito,Electric,TESLA,ROADSTER,1
2010,San Bernardino,Electric,TESLA,ROADSTER,1
2010,San Diego,Electric,MINI,COOPER,2
2010,San Diego,Electric,TESLA,ROADSTER,26
2010,San Francisco,Electric,TESLA,ROADSTER,20
2010,San Joaquin,Electric,TESLA,ROADSTER,1
2010,San Mateo,Electric,FORD,RANGER,1
2010,San Mateo,Electric,TESLA,ROADSTER,38
2010,San Mateo,PHEV,CHEVROLET,VOLT,1
2010,Santa Barbara,Electric,MINI,COOPER,2
2010,Santa Barbara,Electric,TESLA,ROADSTER,5
2010,Santa Clara,Electric,FORD,RANGER,6
2010,Santa Clara,Electric,TESLA,ROADSTER,77
2010,Santa Cruz,Electric,FORD,RANGER,1
2010,Santa Cruz,Electric,TESLA,ROADSTER,5
2010,Sonoma,Electric,FORD,RANGER,3
2010,Sonoma,Electric,TESLA,ROADSTER,4
2010,Ventura,Electric,MINI,COOPER,17
2010,Ventura,Electric,TESLA,ROADSTER,8
2011,Alameda,Electric,NISSAN,LEAF,369
2011,Alameda,Electric,TESLA,ROADSTER,4
2011,Alameda,PHEV,CHEVROLET,VOLT,79
2011,Amador,Electric,NISSAN,LEAF,4
2011,Amador,PHEV,CHEVROLET,VOLT,2
2011,Butte,Electric,NISSAN,LEAF,8
2011,Butte,PHEV,CHEVROLET,VOLT,2
2011,Calaveras,Electric,NISSAN,LEAF,1
2011,Calaveras,Electric,TESLA,ROADSTER,1
2011,Calaveras,PHEV,CHEVROLET,VOLT,2
2011,Contra Costa,Electric,NISSAN,LEAF,169
2011,Contra Costa,Electric,Smart,fortwo electric drive,2
2011,Contra Costa,Electric,TESLA,ROADSTER,2
2011,Contra Costa,PHEV,CHEVROLET,VOLT,38
2011,Del Norte,PHEV,CHEVROLET,VOLT,1
2011,El Dorado,Electric,NISSAN,LEAF,19
2011,El Dorado,PHEV,CHEVROLET,VOLT,10
2011,Fresno,Electric,Mitsubishi,i-MiEV,2
2011,Fresno,Electric,NISSAN,LEAF,15
2011,Fresno,PHEV,CHEVROLET,VOLT,20
2011,Humboldt,Electric,NISSAN,LEAF,9
2011,Humboldt,PHEV,CHEVROLET,VOLT,1
2011,Imperial,PHEV,CHEVROLET,VOLT,1
2011,Kern,Electric,NISSAN,LEAF,15
2011,Kern,PHEV,CHEVROLET,VOLT,14
2011,Kings,Electric,NISSAN,LEAF,1
2011,Kings,PHEV,CHEVROLET,VOLT,2
2011,Lake,Electric,NISSAN,LEAF,3
2011,Lassen,PHEV,CHEVROLET,VOLT,1
2011,Los Angeles,Electric,FORD,Transit Connect Electric,4
2011,Los Angeles,Electric,NISSAN,LEAF,1034
2011,Los Angeles,Electric,Smart,fortwo electric drive,9
2011,Los Angeles,Electric,TESLA,ROADSTER,20
2011,Los Angeles,Hydrogen,HONDA,FCX Clarity,5
2011,Los Angeles,PHEV,CHEVROLET,VOLT,393
2011,Madera,Electric,NISSAN,LEAF,8
2011,Madera,PHEV,CHEVROLET,VOLT,2
2011,Marin,Electric,NISSAN,LEAF,97
2011,Marin,Electric,TESLA,ROADSTER,4
2011,Marin,PHEV,CHEVROLET,VOLT,28
2011,Mariposa,Electric,NISSAN,LEAF,2
2011,Mendocino,PHEV,CHEVROLET,VOLT,4
2011,Merced,Electric,NISSAN,LEAF,2
2011,Merced,PHEV,CHEVROLET,VOLT,1
2011,Monterey,Electric,NISSAN,LEAF,14
2011,Monterey,Electric,TESLA,ROADSTER,1
2011,Monterey,PHEV,CHEVROLET,VOLT,19
2011,Napa,Electric,NISSAN,LEAF,17
2011,Napa,Electric,TESLA,ROADSTER,3
2011,Napa,PHEV,CHEVROLET,VOLT,11
2011,Nevada,Electric,NISSAN,LEAF,3
2011,Nevada,PHEV,CHEVROLET,VOLT,1
2011,Orange,Electric,NISSAN,LEAF,346
2011,Orange,Electric,Smart,fortwo electric drive,7
2011,Orange,Electric,TESLA,ROADSTER,18
2011,Orange,Hydrogen,HONDA,FCX Clarity,2
2011,Orange,PHEV,CHEVROLET,VOLT,164
2011,Out Of State,Electric,NISSAN,LEAF,86
2011,Out Of State,Electric,TESLA,ROADSTER,1
2011,Out Of State,PHEV,CHEVROLET,VOLT,40
2011,Placer,Electric,NISSAN,LEAF,30
2011,Placer,Electric,TESLA,ROADSTER,2
2011,Placer,PHEV,CHEVROLET,VOLT,14
2011,Riverside,Electric,FORD,Transit Connect Electric,1
2011,Riverside,Electric,NISSAN,LEAF,66
2011,Riverside,Electric,TESLA,ROADSTER,2
2011,Riverside,PHEV,CHEVROLET,VOLT,62
2011,Sacramento,Electric,NISSAN,LEAF,67
2011,Sacramento,PHEV,CHEVROLET,VOLT,47
2011,San Benito,Electric,NISSAN,LEAF,5
2011,San Bernardino,Electric,NISSAN,LEAF,38
2011,San Bernardino,PHEV,CHEVROLET,VOLT,50
2011,San Diego,Electric,NISSAN,LEAF,776
2011,San Diego,Electric,Smart,fortwo electric drive,103
2011,San Diego,Electric,TESLA,ROADSTER,10
2011,San Diego,PHEV,CHEVROLET,VOLT,168
2011,San Francisco,Electric,FORD,Transit Connect Electric,1
2011,San Francisco,Electric,NISSAN,LEAF,120
2011,San Francisco,Electric,Smart,fortwo electric drive,1
2011,San Francisco,Electric,TESLA,ROADSTER,10
2011,San Francisco,PHEV,CHEVROLET,VOLT,51
2011,San Joaquin,Electric,NISSAN,LEAF,17
2011,San Joaquin,Electric,TESLA,ROADSTER,1
2011,San Joaquin,PHEV,CHEVROLET,VOLT,9
2011,San Luis Obispo,Electric,NISSAN,LEAF,30
2011,San Luis Obispo,Electric,TESLA,ROADSTER,3
2011,San Luis Obispo,PHEV,CHEVROLET,VOLT,8
2011,San Mateo,Electric,NISSAN,LEAF,269
2011,San Mateo,Electric,Smart,fortwo electric drive,13
2011,San Mateo,Electric,TESLA,ROADSTER,12
2011,San Mateo,PHEV,CHEVROLET,VOLT,60
2011,Santa Barbara,Electric,NISSAN,LEAF,50
2011,Santa Barbara,Electric,TESLA,ROADSTER,5
2011,Santa Barbara,PHEV,CHEVROLET,VOLT,44
2011,Santa Clara,Electric,NISSAN,LEAF,815
2011,Santa Clara,Electric,Smart,fortwo electric drive,2
2011,Santa Clara,Electric,TESLA,ROADSTER,21
2011,Santa Clara,PHEV,CHEVROLET,VOLT,162
2011,Santa Cruz,Electric,NISSAN,LEAF,55
2011,Santa Cruz,PHEV,CHEVROLET,VOLT,8
2011,Shasta,Electric,NISSAN,LEAF,8
2011,Shasta,PHEV,CHEVROLET,VOLT,2
2011,Solano,Electric,NISSAN,LEAF,20
2011,Solano,PHEV,CHEVROLET,VOLT,15
2011,Sonoma,Electric,NISSAN,LEAF,71
2011,Sonoma,PHEV,CHEVROLET,VOLT,29
2011,Stanislaus,Electric,NISSAN,LEAF,8
2011,Stanislaus,PHEV,CHEVROLET,VOLT,9
2011,Tehama,Electric,NISSAN,LEAF,1
2011,Tehama,PHEV,CHEVROLET,VOLT,1
2011,Trinity,Electric,NISSAN,LEAF,1
2011,Tulare,Electric,NISSAN,LEAF,9
2011,Tulare,PHEV,CHEVROLET,VOLT,5
2011,Tuolumne,Electric,NISSAN,LEAF,1
2011,Tuolumne,PHEV,CHEVROLET,VOLT,1
2011,Ventura,Electric,BMW,ActiveE,2
2011,Ventura,Electric,NISSAN,LEAF,102
2011,Ventura,PHEV,CHEVROLET,VOLT,64
2011,Yolo,Electric,NISSAN,LEAF,29
2011,Yolo,PHEV,CHEVROLET,VOLT,11
2011,Yuba,Electric,NISSAN,LEAF,2
2011,Yuba,PHEV,CHEVROLET,VOLT,1
2012,Alameda,Electric,BMW,ActiveE,19
2012,Alameda,Electric,FORD,Focus,30
2012,Alameda,Electric,FORD,Transit Connect Electric,1
2012,Alameda,Electric,HONDA,Fit EV,6
2012,Alameda,Electric,Mitsubishi,i-MiEV,15
2012,Alameda,Electric,NISSAN,LEAF,279
2012,Alameda,Electric,TESLA,Model S,17
2012,Alameda,Electric,Toyota,RAV4 EV,7
2012,Alameda,PHEV,CHEVROLET,VOLT,333
2012,Alameda,PHEV,Fisker,Karma,4
2012,Alameda,PHEV,FORD,C-MAX Energi,3
2012,Alameda,PHEV,Toyota,Prius Plug-in Hybrid,451
2012,Amador,Electric,NISSAN,LEAF,1
2012,Amador,PHEV,CHEVROLET,VOLT,1
2012,Amador,PHEV,Toyota,Prius Plug-in Hybrid,1
2012,Butte,Electric,NISSAN,LEAF,5
2012,Butte,Electric,TESLA,Model S,2
2012,Butte,PHEV,CHEVROLET,VOLT,3
2012,Butte,PHEV,Toyota,Prius Plug-in Hybrid,8
2012,Calaveras,Electric,NISSAN,LEAF,2
2012,Calaveras,Electric,TESLA,Model S,1
2012,Calaveras,PHEV,CHEVROLET,VOLT,2
2012,Calaveras,PHEV,Toyota,Prius Plug-in Hybrid,1
2012,Contra Costa,Electric,BMW,ActiveE,10
2012,Contra Costa,Electric,FORD,Focus,13
2012,Contra Costa,Electric,FORD,Transit Connect Electric,2
2012,Contra Costa,Electric,HONDA,Fit EV,6
2012,Contra Costa,Electric,Mitsubishi,i-MiEV,9
2012,Contra Costa,Electric,NISSAN,LEAF,129
2012,Contra Costa,Electric,TESLA,Model S,23
2012,Contra Costa,Electric,TESLA,ROADSTER,1
2012,Contra Costa,Electric,Toyota,RAV4 EV,4
2012,Contra Costa,PHEV,CHEVROLET,VOLT,198
2012,Contra Costa,PHEV,Fisker,Karma,11
2012,Contra Costa,PHEV,FORD,C-MAX Energi,2
2012,Contra Costa,PHEV,Toyota,Prius Plug-in Hybrid,249
2012,Del Norte,PHEV,CHEVROLET,VOLT,2
2012,Del Norte,PHEV,Toyota,Prius Plug-in Hybrid,1
2012,El Dorado,Electric,FORD,Focus,5
2012,El Dorado,Electric,Mitsubishi,i-MiEV,1
2012,El Dorado,Electric,NISSAN,LEAF,12
2012,El Dorado,Electric,TESLA,Model S,4
2012,El Dorado,PHEV,CHEVROLET,VOLT,24
2012,El Dorado,PHEV,Fisker,Karma,1
2012,El Dorado,PHEV,Toyota,Prius Plug-in Hybrid,28
2012,Fresno,Electric,Mitsubishi,i-MiEV,2
2012,Fresno,Electric,NISSAN,LEAF,16
2012,Fresno,Electric,TESLA,Model S,2
2012,Fresno,PHEV,CHEVROLET,VOLT,17
2012,Fresno,PHEV,Toyota,Prius Plug-in Hybrid,21
2012,Humboldt,Electric,NISSAN,LEAF,7
2012,Humboldt,Electric,TESLA,Model S,1
2012,Humboldt,PHEV,Toyota,Prius Plug-in Hybrid,7
2012,Imperial,Electric,FORD,Transit Connect Electric,1
2012,Imperial,PHEV,CHEVROLET,VOLT,3
2012,Imperial,PHEV,Toyota,Prius Plug-in Hybrid,2
2012,Inyo,PHEV,Toyota,Prius Plug-in Hybrid,3
2012,Kern,Electric,BMW,ActiveE,1
2012,Kern,Electric,Mitsubishi,i-MiEV,5
2012,Kern,Electric,NISSAN,LEAF,14
2012,Kern,Electric,TESLA,Model S,1
2012,Kern,Electric,Toyota,RAV4 EV,1
2012,Kern,PHEV,CHEVROLET,VOLT,19
2012,Kern,PHEV,Fisker,Karma,5
2012,Kern,PHEV,Toyota,Prius Plug-in Hybrid,12
2012,Kings,Electric,NISSAN,LEAF,1
2012,Kings,PHEV,CHEVROLET,VOLT,2
2012,Lake,Electric,NISSAN,LEAF,3
2012,Lake,PHEV,CHEVROLET,VOLT,1
2012,Lake,PHEV,Toyota,Prius Plug-in Hybrid,4
2012,Los Angeles,Electric,BMW,ActiveE,170
2012,Los Angeles,Electric,FORD,Focus,74
2012,Los Angeles,Electric,FORD,Transit Connect Electric,23
2012,Los Angeles,Electric,HONDA,Fit EV,16
2012,Los Angeles,Electric,Mitsubishi,i-MiEV,29
2012,Los Angeles,Electric,NISSAN,LEAF,587
2012,Los Angeles,Electric,Scion,iQ EV,26
2012,Los Angeles,Electric,TESLA,Model S,117
2012,Los Angeles,Electric,TESLA,ROADSTER,1
2012,Los Angeles,Electric,Toyota,RAV4 EV,54
2012,Los Angeles,Hydrogen,HONDA,FCX Clarity,5
2012,Los Angeles,PHEV,CHEVROLET,VOLT,1879
2012,Los Angeles,PHEV,Fisker,Karma,116
2012,Los Angeles,PHEV,FORD,C-MAX Energi,1
2012,Los Angeles,PHEV,Toyota,Prius Plug-in Hybrid,1864
2012,Madera,Electric,NISSAN,LEAF,4
2012,Madera,PHEV,CHEVROLET,VOLT,2
2012,Madera,PHEV,Toyota,Prius Plug-in Hybrid,2
2012,Marin,Electric,BMW,ActiveE,7
2012,Marin,Electric,FORD,Focus,4
2012,Marin,Electric,HONDA,Fit EV,2
2012,Marin,Electric,Mitsubishi,i-MiEV,5
2012,Marin,Electric,NISSAN,LEAF,56
2012,Marin,Electric,TESLA,Model S,21
2012,Marin,Electric,Toyota,RAV4 EV,5
2012,Marin,PHEV,CHEVROLET,VOLT,80
2012,Marin,PHEV,Fisker,Karma,3
2012,Marin,PHEV,FORD,C-MAX Energi,2
2012,Marin,PHEV,Toyota,Prius Plug-in Hybrid,114
2012,Mendocino,Electric,NISSAN,LEAF,6
2012,Mendocino,PHEV,CHEVROLET,VOLT,2
2012,Mendocino,PHEV,FORD,C-MAX Energi,1
2012,Mendocino,PHEV,Toyota,Prius Plug-in Hybrid,5
2012,Merced,Electric,NISSAN,LEAF,3
2012,Merced,PHEV,CHEVROLET,VOLT,3
2012,Merced,PHEV,Toyota,Prius Plug-in Hybrid,6
2012,Monterey,Electric,BMW,ActiveE,1
2012,Monterey,Electric,Mitsubishi,i-MiEV,1
2012,Monterey,Electric,NISSAN,LEAF,8
2012,Monterey,Electric,TESLA,Model S,5
2012,Monterey,PHEV,CHEVROLET,VOLT,29
2012,Monterey,PHEV,FORD,C-MAX Energi,1
2012,Monterey,PHEV,Toyota,Prius Plug-in Hybrid,27
2012,Napa,Electric,BMW,ActiveE,2
2012,Napa,Electric,NISSAN,LEAF,7
2012,Napa,Electric,TESLA,Model S,6
2012,Napa,PHEV,CHEVROLET,VOLT,19
2012,Napa,PHEV,Fisker,Karma,1
2012,Napa,PHEV,Toyota,Prius Plug-in Hybrid,31
2012,Nevada,Electric,FORD,Focus,3
2012,Nevada,Electric,NISSAN,LEAF,3
2012,Nevada,Electric,TESLA,Model S,2
2012,Nevada,PHEV,CHEVROLET,VOLT,7
2012,Nevada,PHEV,Toyota,Prius Plug-in Hybrid,6
2012,Orange,Electric,BMW,ActiveE,57
2012,Orange,Electric,FORD,Focus,31
2012,Orange,Electric,FORD,Transit Connect Electric,1
2012,Orange,Electric,HONDA,Fit EV,14
2012,Orange,Electric,Mitsubishi,i-MiEV,13
2012,Orange,Electric,NISSAN,LEAF,269
2012,Orange,Electric,TESLA,Model S,61
2012,Orange,Electric,TESLA,ROADSTER,3
2012,Orange,Electric,Toyota,RAV4 EV,11
2012,Orange,Hydrogen,HONDA,FCX Clarity,1
2012,Orange,PHEV,CHEVROLET,VOLT,733
2012,Orange,PHEV,Fisker,Karma,77
2012,Orange,PHEV,FORD,C-MAX Energi,6
2012,Orange,PHEV,Toyota,Prius Plug-in Hybrid,1226
2012,Out Of State,Electric,BMW,ActiveE,1
2012,Out Of State,Electric,FORD,Focus,2
2012,Out Of State,Electric,Mitsubishi,i-MiEV,2
2012,Out Of State,Electric,NISSAN,LEAF,22
2012,Out Of State,Electric,TESLA,Model S,1
2012,Out Of State,Electric,Toyota,RAV4 EV,2
2012,Out Of State,PHEV,CHEVROLET,VOLT,89
2012,Out Of State,PHEV,Fisker,Karma,2
2012,Out Of State,PHEV,FORD,C-MAX Energi,2
2012,Out Of State,PHEV,Toyota,Prius Plug-in Hybrid,27
2012,Placer,Electric,BMW,ActiveE,2
2012,Placer,Electric,NISSAN,LEAF,30
2012,Placer,Electric,TESLA,Model S,6
2012,Placer,Electric,Toyota,RAV4 EV,4
2012,Placer,PHEV,CHEVROLET,VOLT,49
2012,Placer,PHEV,Fisker,Karma,2
2012,Placer,PHEV,Toyota,Prius Plug-in Hybrid,38
2012,Plumas,PHEV,CHEVROLET,VOLT,2
2012,Riverside,Electric,BMW,ActiveE,3
2012,Riverside,Electric,NISSAN,LEAF,68
2012,Riverside,Electric,TESLA,Model S,7
2012,Riverside,Electric,Toyota,RAV4 EV,1
2012,Riverside,PHEV,CHEVROLET,VOLT,201
2012,Riverside,PHEV,Fisker,Karma,9
2012,Riverside,PHEV,FORD,C-MAX Energi,1
2012,Riverside,PHEV,Toyota,Prius Plug-in Hybrid,218
2012,Sacramento,Electric,BMW,ActiveE,6
2012,Sacramento,Electric,FORD,Focus,9
2012,Sacramento,Electric,Mitsubishi,i-MiEV,1
2012,Sacramento,Electric,NISSAN,LEAF,105
2012,Sacramento,Electric,TESLA,Model S,1
2012,Sacramento,Electric,Toyota,RAV4 EV,1
2012,Sacramento,PHEV,CHEVROLET,VOLT,73
2012,Sacramento,PHEV,FORD,C-MAX Energi,1
2012,Sacramento,PHEV,Toyota,Prius Plug-in Hybrid,86
2012,San Benito,Electric,TESLA,Model S,1
2012,San Benito,PHEV,CHEVROLET,VOLT,8
2012,San Benito,PHEV,FORD,C-MAX Energi,1
2012,San Benito,PHEV,Toyota,Prius Plug-in Hybrid,7
2012,San Bernardino,Electric,BMW,ActiveE,2
2012,San Bernardino,Electric,FORD,Focus,6
2012,San Bernardino,Electric,HONDA,Fit EV,1
2012,San Bernardino,Electric,Mitsubishi,i-MiEV,2
2012,San Bernardino,Electric,NISSAN,LEAF,68
2012,San Bernardino,Electric,TESLA,Model S,1
2012,San Bernardino,Electric,Toyota,RAV4 EV,2
2012,San Bernardino,PHEV,CHEVROLET,VOLT,164
2012,San Bernardino,PHEV,Fisker,Karma,3
2012,San Bernardino,PHEV,Toyota,Prius Plug-in Hybrid,164
2012,San Diego,Electric,BMW,ActiveE,34
2012,San Diego,Electric,FORD,Focus,34
2012,San Diego,Electric,HONDA,Fit EV,6
2012,San Diego,Electric,Mitsubishi,i-MiEV,8
2012,San Diego,Electric,NISSAN,LEAF,296
2012,San Diego,Electric,Smart,fortwo electric drive,248
2012,San Diego,Electric,TESLA,Model S,29
2012,San Diego,Electric,TESLA,ROADSTER,2
2012,San Diego,Electric,Toyota,RAV4 EV,8
2012,San Diego,PHEV,CHEVROLET,VOLT,364
2012,San Diego,PHEV,Fisker,Karma,21
2012,San Diego,PHEV,FORD,C-MAX Energi,2
2012,San Diego,PHEV,Toyota,Prius Plug-in Hybrid,337
2012,San Francisco,Electric,BMW,ActiveE,80
2012,San Francisco,Electric,FORD,Focus,7
2012,San Francisco,Electric,HONDA,Fit EV,4
2012,San Francisco,Electric,Mitsubishi,i-MiEV,8
2012,San Francisco,Electric,NISSAN,LEAF,60
2012,San Francisco,Electric,TESLA,Model S,27
2012,San Francisco,Electric,TESLA,ROADSTER,2
2012,San Francisco,Electric,Toyota,RAV4 EV,5
2012,San Francisco,PHEV,CHEVROLET,VOLT,113
2012,San Francisco,PHEV,Fisker,Karma,9
2012,San Francisco,PHEV,FORD,C-MAX Energi,3
2012,San Francisco,PHEV,Toyota,Prius Plug-in Hybrid,120
2012,San Joaquin,Electric,FORD,Focus,1
2012,San Joaquin,Electric,NISSAN,LEAF,17
2012,San Joaquin,Electric,TESLA,Model S,1
2012,San Joaquin,PHEV,CHEVROLET,VOLT,24
2012,San Joaquin,PHEV,Fisker,Karma,1
2012,San Joaquin,PHEV,Toyota,Prius Plug-in Hybrid,20
2012,San Luis Obispo,Electric,BMW,ActiveE,1
2012,San Luis Obispo,Electric,FORD,Focus,5
2012,San Luis Obispo,Electric,NISSAN,LEAF,21
2012,San Luis Obispo,Electric,TESLA,Model S,2
2012,San Luis Obispo,Electric,Toyota,RAV4 EV,2
2012,San Luis Obispo,PHEV,CHEVROLET,VOLT,14
2012,San Luis Obispo,PHEV,Toyota,Prius Plug-in Hybrid,22
2012,San Mateo,Electric,BMW,ActiveE,26
2012,San Mateo,Electric,FORD,Focus,12
2012,San Mateo,Electric,HONDA,Fit EV,4
2012,San Mateo,Electric,Mitsubishi,i-MiEV,4
2012,San Mateo,Electric,NISSAN,LEAF,159
2012,San Mateo,Electric,TESLA,Model S,82
2012,San Mateo,Electric,Toyota,RAV4 EV,10
2012,San Mateo,PHEV,CHEVROLET,VOLT,196
2012,San Mateo,PHEV,Fisker,Karma,18
2012,San Mateo,PHEV,FORD,C-MAX Energi,2
2012,San Mateo,PHEV,Toyota,Prius Plug-in Hybrid,176
2012,Santa Barbara,Electric,BMW,ActiveE,2
2012,Santa Barbara,Electric,FORD,Focus,3
2012,Santa Barbara,Electric,FORD,Transit Connect Electric,1
2012,Santa Barbara,Electric,NISSAN,LEAF,30
2012,Santa Barbara,Electric,TESLA,Model S,4
2012,Santa Barbara,Electric,Toyota,RAV4 EV,3
2012,Santa Barbara,PHEV,CHEVROLET,VOLT,39
2012,Santa Barbara,PHEV,Fisker,Karma,7
2012,Santa Barbara,PHEV,Toyota,Prius Plug-in Hybrid,28
2012,Santa Clara,Electric,BMW,ActiveE,37
2012,Santa Clara,Electric,FORD,Focus,67
2012,Santa Clara,Electric,FORD,Transit Connect Electric,7
2012,Santa Clara,Electric,HONDA,Fit EV,4
2012,Santa Clara,Electric,Mitsubishi,i-MiEV,27
2012,Santa Clara,Electric,NISSAN,LEAF,553
2012,Santa Clara,Electric,TESLA,Model S,160
2012,Santa Clara,Electric,TESLA,ROADSTER,3
2012,Santa Clara,Electric,Toyota,RAV4 EV,12
2012,Santa Clara,PHEV,CHEVROLET,VOLT,757
2012,Santa Clara,PHEV,Fisker,Karma,26
2012,Santa Clara,PHEV,FORD,C-MAX Energi,3
2012,Santa Clara,PHEV,Toyota,Prius Plug-in Hybrid,755
2012,Santa Cruz,Electric,BMW,ActiveE,5
2012,Santa Cruz,Electric,FORD,Focus,3
2012,Santa Cruz,Electric,HONDA,Fit EV,1
2012,Santa Cruz,Electric,Mitsubishi,i-MiEV,2
2012,Santa Cruz,Electric,NISSAN,LEAF,33
2012,Santa Cruz,Electric,TESLA,Model S,3
2012,Santa Cruz,Electric,Toyota,RAV4 EV,2
2012,Santa Cruz,PHEV,CHEVROLET,VOLT,45
2012,Santa Cruz,PHEV,FORD,C-MAX Energi,4
2012,Santa Cruz,PHEV,Toyota,Prius Plug-in Hybrid,55
2012,Shasta,Electric,FORD,Focus,1
2012,Shasta,Electric,Mitsubishi,i-MiEV,1
2012,Shasta,Electric,NISSAN,LEAF,9
2012,Shasta,PHEV,CHEVROLET,VOLT,6
2012,Shasta,PHEV,Toyota,Prius Plug-in Hybrid,4
2012,Siskiyou,Electric,FORD,Focus,2
2012,Siskiyou,PHEV,CHEVROLET,VOLT,2
2012,Siskiyou,PHEV,Fisker,Karma,2
2012,Siskiyou,PHEV,Toyota,Prius Plug-in Hybrid,1
2012,Solano,Electric,BMW,ActiveE,1
2012,Solano,Electric,FORD,Focus,1
2012,Solano,Electric,NISSAN,LEAF,14
2012,Solano,PHEV,CHEVROLET,VOLT,55
2012,Solano,PHEV,Fisker,Karma,1
2012,Solano,PHEV,FORD,C-MAX Energi,1
2012,Solano,PHEV,Toyota,Prius Plug-in Hybrid,50
2012,Sonoma,Electric,BMW,ActiveE,2
2012,Sonoma,Electric,FORD,Transit Connect Electric,3
2012,Sonoma,Electric,HONDA,Fit EV,5
2012,Sonoma,Electric,Mitsubishi,i-MiEV,3
2012,Sonoma,Electric,NISSAN,LEAF,65
2012,Sonoma,Electric,TESLA,Model S,4
2012,Sonoma,Electric,Toyota,RAV4 EV,4
2012,Sonoma,PHEV,CHEVROLET,VOLT,74
2012,Sonoma,PHEV,Fisker,Karma,1
2012,Sonoma,PHEV,Toyota,Prius Plug-in Hybrid,72
2012,Stanislaus,Electric,NISSAN,LEAF,5
2012,Stanislaus,Electric,TESLA,Model S,1
2012,Stanislaus,PHEV,CHEVROLET,VOLT,12
2012,Stanislaus,PHEV,Toyota,Prius Plug-in Hybrid,10
2012,Sutter,PHEV,CHEVROLET,VOLT,3
2012,Sutter,PHEV,Toyota,Prius Plug-in Hybrid,2
2012,Tehama,Electric,NISSAN,LEAF,2
2012,Tehama,PHEV,CHEVROLET,VOLT,1
2012,Tehama,PHEV,Toyota,Prius Plug-in Hybrid,1
2012,Trinity,Electric,NISSAN,LEAF,1
